time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPosServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate
0.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.20,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.59,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.69,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.02,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.10,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.20,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.41,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.59,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.13,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.20,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.32,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.42,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.52,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.61,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.71,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.13,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.21,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.39,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.51,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.75,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.10,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.19,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.40,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.49,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.79,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
5.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
5.10,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
