time,TimerNodeTime,AltitudeSendTime,AltitudeRosSendTime,CurrentAltitude,CurrentAltitudeCentimeters,AltitudeReached,ServoCommanderSendTime,ServoCommanderRosSendTime,Joint1CommandPos,Joint1ActualPos,Joint2CommandPos,Joint2ActualPosServoJerkSendTime,ServoJerkRosSendTime,NumStrokes,JerkMessage,JerkRate
0.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.21,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.41,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.50,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
0.93,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.04,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.10,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.22,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.40,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.50,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.80,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
1.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.00,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.15,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.29,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.41,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.50,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.61,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.81,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
2.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.01,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.22,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.31,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.43,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.50,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.70,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.82,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
3.90,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.01,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.11,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.21,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.30,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.41,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.53,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.60,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
4.71,0,starting,0,0,0,0,starting,0,0,0,0,0,starting,0,0,starting,0,
